,Airline,Source,Destination,Price,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Minutes,No_of_stops,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy
1633,Multiple carriers Premium economy,Delhi,Cochin,14629,21,3,7,30,18,50,11,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1634,Jet Airways,Kolkata,Banglore,9663,6,5,20,0,12,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1635,SpiceJet,Kolkata,Banglore,4174,15,4,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1636,Jet Airways,Delhi,Cochin,14300,15,6,12,15,4,25,16,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1637,Jet Airways,Delhi,Cochin,12898,21,5,9,0,12,35,27,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1638,IndiGo,Banglore,Delhi,4823,3,5,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1639,IndiGo,Delhi,Cochin,6442,15,4,7,35,16,10,8,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1640,Multiple carriers,Delhi,Cochin,7530,9,6,19,0,1,30,6,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1641,Air India,Delhi,Cochin,10441,3,6,19,45,19,15,23,30,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1642,Jet Airways,Kolkata,Banglore,8066,9,5,20,25,10,55,14,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1643,Multiple carriers,Delhi,Cochin,13727,15,5,15,0,1,30,10,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1644,Jet Airways,Delhi,Cochin,16704,18,5,13,25,19,0,29,35,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1645,Jet Airways,Kolkata,Banglore,13941,9,5,20,0,4,40,8,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1646,SpiceJet,Kolkata,Banglore,8224,9,5,15,55,21,25,5,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1647,IndiGo,Delhi,Cochin,9027,3,3,6,40,16,10,9,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1648,IndiGo,Delhi,Cochin,6794,21,5,17,30,1,30,8,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1649,Multiple carriers,Delhi,Cochin,7408,9,6,19,0,1,30,6,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1650,IndiGo,Delhi,Cochin,8854,1,5,18,35,1,30,6,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1651,Jet Airways,Kolkata,Banglore,14178,24,5,21,10,8,15,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1652,Multiple carriers,Delhi,Cochin,15136,6,3,13,55,1,35,11,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1653,IndiGo,Banglore,Delhi,3419,24,5,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1654,Jet Airways,Delhi,Cochin,10262,15,6,18,15,4,25,10,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1655,Multiple carriers,Delhi,Cochin,7740,1,6,11,40,21,0,9,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1656,Multiple carriers,Delhi,Cochin,7005,6,6,12,50,21,0,8,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1657,SpiceJet,Kolkata,Banglore,4174,15,5,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1658,IndiGo,Banglore,Delhi,4990,12,4,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1659,IndiGo,Banglore,Delhi,3419,15,5,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1660,Jet Airways,Banglore,New Delhi,19225,6,3,11,40,18,25,6,45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1661,Multiple carriers,Delhi,Cochin,11789,3,6,10,20,19,0,8,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1662,Vistara,Kolkata,Banglore,8452,1,4,20,20,20,20,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1663,Multiple carriers,Delhi,Cochin,8620,9,3,7,5,21,20,14,15,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1664,IndiGo,Kolkata,Banglore,4804,18,5,15,15,17,45,2,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1665,Jet Airways,Kolkata,Banglore,13941,1,5,20,0,8,15,12,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1666,Air India,Mumbai,Hyderabad,3100,9,5,21,5,22,25,1,20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1667,Jet Airways,Banglore,New Delhi,12284,18,3,5,45,10,45,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,Air India,Delhi,Cochin,10441,1,6,22,0,19,15,21,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1669,IndiGo,Delhi,Cochin,16162,9,3,4,45,12,55,8,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1670,SpiceJet,Mumbai,Hyderabad,4391,9,3,5,45,7,5,1,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1671,Jet Airways,Delhi,Cochin,10262,27,6,2,15,19,0,16,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1672,Multiple carriers,Delhi,Cochin,16840,18,5,15,5,1,30,10,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1673,Vistara,Banglore,Delhi,5403,12,4,9,45,12,35,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1674,Multiple carriers,Delhi,Cochin,8073,18,5,8,0,21,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1675,Multiple carriers,Delhi,Cochin,6093,27,6,14,55,22,30,7,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1676,IndiGo,Mumbai,Hyderabad,6795,3,3,16,55,18,25,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1677,Jet Airways,Delhi,Cochin,10368,6,6,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1678,Air India,Banglore,Delhi,7171,9,6,17,0,19,45,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1679,SpiceJet,Kolkata,Banglore,3873,12,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1680,Jet Airways,Kolkata,Banglore,10844,6,6,6,30,12,0,5,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1681,Jet Airways,Kolkata,Banglore,10844,15,5,6,30,18,15,11,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1682,Jet Airways,Delhi,Cochin,10919,3,6,14,35,12,35,22,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1683,Air India,Banglore,Delhi,6961,18,6,10,0,12,45,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1684,Multiple carriers,Delhi,Cochin,10407,27,5,9,0,19,0,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1685,Vistara,Banglore,New Delhi,7923,9,3,16,0,18,35,2,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1686,SpiceJet,Chennai,Kolkata,6300,9,3,8,20,10,35,2,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,IndiGo,Delhi,Cochin,6442,1,6,6,50,16,10,9,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1688,Multiple carriers,Delhi,Cochin,11789,15,6,8,45,19,0,10,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1689,IndiGo,Banglore,New Delhi,8855,15,3,22,20,1,10,2,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1690,IndiGo,Delhi,Cochin,6314,21,3,4,45,21,0,16,15,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1691,Air Asia,Kolkata,Banglore,4409,27,4,19,55,22,25,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1692,Air India,Delhi,Cochin,10178,27,3,13,20,7,40,18,20,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1693,SpiceJet,Delhi,Cochin,5264,6,6,8,45,13,15,4,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1694,Multiple carriers,Delhi,Cochin,6427,27,3,10,20,1,35,15,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1695,Jet Airways,Delhi,Cochin,19828,3,3,9,55,4,25,18,30,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1696,Jet Airways,Kolkata,Banglore,10844,24,5,6,30,18,15,11,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1697,Jet Airways,Banglore,Delhi,7229,6,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1698,Jet Airways,Banglore,New Delhi,26890,1,3,7,0,15,15,8,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1699,Air Asia,Banglore,Delhi,3383,15,5,23,55,2,45,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,Multiple carriers,Delhi,Cochin,8307,21,3,9,0,15,30,6,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1701,IndiGo,Kolkata,Banglore,4804,27,4,4,40,7,15,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1702,Multiple carriers,Delhi,Cochin,15411,6,3,8,55,18,50,9,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1703,Air India,Delhi,Cochin,7480,15,6,20,40,9,25,12,45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1704,IndiGo,Delhi,Cochin,13611,9,3,15,0,1,35,10,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1705,Jet Airways,Delhi,Cochin,10262,6,6,8,0,4,25,20,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1706,IndiGo,Chennai,Kolkata,6297,9,3,7,55,10,15,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1707,Air India,Delhi,Cochin,8372,18,5,10,0,7,40,21,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1708,Jet Airways,Delhi,Cochin,10262,9,6,14,0,12,35,22,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1709,Multiple carriers,Delhi,Cochin,11142,9,5,7,5,19,15,12,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1710,Air India,Kolkata,Banglore,8366,21,5,9,25,21,50,12,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1711,IndiGo,Kolkata,Banglore,4804,15,5,9,35,12,20,2,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1712,Jet Airways,Delhi,Cochin,10262,27,6,10,0,19,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1713,IndiGo,Chennai,Kolkata,5277,9,5,22,5,0,25,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1714,Jet Airways,Banglore,Delhi,4544,1,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1715,Jet Airways,Banglore,Delhi,7229,6,5,19,50,22,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1716,Air India,Delhi,Cochin,4729,3,4,14,10,17,10,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1717,Multiple carriers,Delhi,Cochin,8283,18,5,17,0,1,30,8,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1718,Air India,Delhi,Cochin,13538,6,5,12,20,19,15,30,55,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1719,Vistara,Banglore,New Delhi,21730,1,3,21,10,0,5,2,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1720,Jet Airways,Delhi,Cochin,13014,9,6,19,30,12,35,17,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1721,Jet Airways,Delhi,Cochin,12898,27,5,19,45,4,25,8,40,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1722,IndiGo,Delhi,Cochin,6316,24,6,16,0,1,30,9,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1723,Multiple carriers,Delhi,Cochin,13259,3,6,6,0,19,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1724,SpiceJet,Kolkata,Banglore,8844,15,5,11,15,18,30,7,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1725,Jet Airways,Mumbai,Hyderabad,2759,21,3,3,5,4,25,1,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1726,SpiceJet,Kolkata,Banglore,3841,15,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1727,Jet Airways,Kolkata,Banglore,10844,9,5,16,30,4,40,12,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1728,Jet Airways,Banglore,New Delhi,13817,12,3,18,55,9,30,14,35,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1729,IndiGo,Kolkata,Banglore,4804,27,5,22,15,0,50,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1730,Air India,Banglore,New Delhi,7642,21,3,8,15,11,20,27,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1731,Jet Airways,Delhi,Cochin,11150,27,6,19,10,12,35,17,25,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1732,IndiGo,Kolkata,Banglore,5069,24,5,8,10,13,0,4,50,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1733,Multiple carriers,Delhi,Cochin,9385,18,5,13,0,21,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1734,Jet Airways,Banglore,New Delhi,7832,21,3,8,55,20,20,11,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1735,Jet Airways,Kolkata,Banglore,8529,12,6,8,25,10,5,25,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1736,Multiple carriers,Delhi,Cochin,9315,27,5,7,30,19,0,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1737,Multiple carriers,Delhi,Cochin,34608,9,3,15,5,1,35,10,30,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1738,Multiple carriers,Delhi,Cochin,7564,18,5,4,55,19,15,14,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1739,Air India,Delhi,Cochin,8991,12,6,13,30,8,15,18,45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1740,Air India,Delhi,Cochin,12409,18,5,17,15,19,15,26,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1741,Multiple carriers,Delhi,Cochin,8882,18,5,4,55,12,35,7,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1742,SpiceJet,Banglore,Delhi,4319,12,6,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1743,IndiGo,Delhi,Cochin,6386,15,6,2,0,7,45,5,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1744,Jet Airways,Kolkata,Banglore,10844,24,5,8,25,20,45,12,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1745,Multiple carriers,Delhi,Cochin,8371,27,3,6,0,19,15,13,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1746,Jet Airways,Delhi,Cochin,9564,21,5,9,50,13,5,3,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1747,Jet Airways,Kolkata,Banglore,8586,6,5,6,30,8,15,25,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1748,Air India,Banglore,New Delhi,11633,18,3,17,0,19,45,2,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1749,Jet Airways,Kolkata,Banglore,10844,21,5,21,10,16,20,19,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1750,Jet Airways,Delhi,Cochin,10262,24,6,18,15,12,35,18,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1751,Jet Airways,Mumbai,Hyderabad,2228,1,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1752,IndiGo,Kolkata,Banglore,7252,6,5,21,0,2,15,5,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1753,Multiple carriers,Delhi,Cochin,18191,9,5,15,5,1,30,10,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1754,IndiGo,Delhi,Cochin,4832,27,3,7,45,13,40,5,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1755,Jet Airways,Delhi,Cochin,18581,24,6,8,0,19,0,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1756,Jet Airways,Kolkata,Banglore,14151,15,5,20,25,10,55,14,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1757,Vistara,Kolkata,Banglore,8610,15,5,20,20,20,20,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1758,Jet Airways,Delhi,Cochin,10262,3,6,17,30,4,25,10,55,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1759,Multiple carriers,Delhi,Cochin,9627,1,5,8,30,19,0,10,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1760,Jet Airways,Kolkata,Banglore,14151,15,5,20,25,23,35,27,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1761,Jet Airways,Kolkata,Banglore,8066,12,5,20,25,23,35,27,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1762,IndiGo,Kolkata,Banglore,5069,1,5,8,10,13,0,4,50,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1763,Multiple carriers,Delhi,Cochin,7005,6,6,10,20,21,0,10,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1764,Jet Airways,Kolkata,Banglore,14151,24,5,9,35,23,35,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1765,Air India,Delhi,Cochin,9916,9,4,20,15,19,15,23,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1766,GoAir,Banglore,Delhi,3898,9,6,7,45,10,40,2,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1767,Multiple carriers,Delhi,Cochin,11200,15,6,8,30,19,0,10,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1768,SpiceJet,Kolkata,Banglore,3873,9,4,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1769,Vistara,Kolkata,Banglore,9187,24,5,20,20,10,45,14,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1770,Air India,Kolkata,Banglore,14960,15,5,9,50,8,55,23,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1771,Air India,Kolkata,Banglore,13873,24,5,10,0,1,20,15,20,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1772,GoAir,Banglore,Delhi,3898,12,5,7,45,10,40,2,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1773,IndiGo,Banglore,Delhi,4823,15,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1774,Jet Airways,Kolkata,Banglore,11467,1,4,9,35,18,0,8,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1775,Jet Airways,Delhi,Cochin,13014,15,6,9,40,12,35,26,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1776,IndiGo,Kolkata,Banglore,5224,3,5,14,25,16,55,2,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1777,IndiGo,Delhi,Cochin,14871,6,3,9,10,21,0,11,50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1778,Jet Airways,Kolkata,Banglore,7064,1,4,18,55,9,20,14,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1779,Jet Airways,Delhi,Cochin,9483,27,3,19,10,19,45,24,35,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1780,Air Asia,Delhi,Cochin,6152,24,6,7,55,13,25,5,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,Air India,Delhi,Cochin,7174,21,4,6,10,23,0,16,50,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1782,IndiGo,Delhi,Cochin,12351,9,3,6,40,21,0,14,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1783,Air India,Banglore,New Delhi,25430,1,3,8,50,9,25,24,35,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1784,Air India,Delhi,Cochin,13442,3,3,17,15,19,15,26,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1785,GoAir,Delhi,Cochin,6195,15,4,7,0,12,55,5,55,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1786,Air India,Delhi,Cochin,5201,9,5,5,10,8,0,2,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1787,Air Asia,Delhi,Cochin,6152,27,6,7,55,22,25,14,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1788,Multiple carriers,Delhi,Cochin,7408,27,5,13,0,21,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1789,Jet Airways,Delhi,Cochin,12898,27,5,20,55,19,0,22,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1790,IndiGo,Kolkata,Banglore,4804,24,5,9,35,12,20,2,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1791,Jet Airways,Banglore,Delhi,4544,24,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1792,Jet Airways,Banglore,New Delhi,11087,12,3,18,55,10,25,15,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1793,Jet Airways,Kolkata,Banglore,13941,1,5,20,0,4,40,8,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1794,SpiceJet,Chennai,Kolkata,3332,21,3,9,30,12,5,2,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1795,Jet Airways,Mumbai,Hyderabad,8040,1,4,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1796,Jet Airways,Delhi,Cochin,13882,12,6,11,45,12,35,24,50,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1797,IndiGo,Chennai,Kolkata,5277,27,6,22,5,0,25,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1798,Multiple carriers,Delhi,Cochin,18485,9,6,17,50,1,30,7,40,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1799,Jet Airways,Banglore,Delhi,5198,18,5,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1800,Jet Airways,Kolkata,Banglore,9663,18,5,8,25,8,15,23,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1801,SpiceJet,Kolkata,Banglore,3873,3,5,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1802,IndiGo,Mumbai,Hyderabad,2754,24,6,12,0,13,30,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1803,IndiGo,Delhi,Cochin,6316,15,6,16,0,1,30,9,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1804,Jet Airways,Kolkata,Banglore,13044,12,6,14,5,9,20,19,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1805,Air India,Kolkata,Banglore,11201,24,5,5,50,20,25,14,35,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1806,Air India,Delhi,Cochin,11260,9,3,23,0,19,15,20,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
